inner_point, midpoint, outer_point, 
[9.668055400737767, -36.00885866875882], [9.83862768779482, -37.39842878029984], [10.009199974851875, -38.78799889184086], 
[9.256149426007086, -36.04305600371533], [9.330514970757894, -37.44107952488867], [9.404880515508703, -38.839103046062014], 
[8.662849990218257, -36.06079837230041], [8.681481716562809, -37.460674387800864], [8.70011344290736, -38.86055040330132], 
[7.408684425705301, -36.056184780414526], [7.386403010844679, -37.456007461525175], [7.364121595984058, -38.855830142635824], 
[6.202264556503153, -36.030738699008275], [6.168460000000001, -37.43033051520313], [6.134655443496849, -38.82992233139799], 
[3.916836738862649, -35.98208909183264], [3.8975591231555686, -37.38195636180242], [3.8782815074484884, -38.781823631772205], 
[2.1971337243574154, -35.98003989421676], [2.217764931639989, -37.379887869279074], [2.2383961389225626, -38.77973584434139], 
[1.4388162802582134, -36.03469734059591], [1.6648345698824532, -37.41633250689537], [1.890852859506693, -38.79796767319483], 
[1.1910251652541144, -36.08391842600771], [1.5043859296744913, -37.44839819182393], [1.817746694094868, -38.81287795764014], 
[1.0146151511280332, -36.12830146956622], [1.387785991099836, -37.47765076615133], [1.7609568310716388, -38.82700006273644], 
[0.6612940158577294, -36.245950866261], [1.1704925037218405, -37.55006623690767], [1.6796909915859517, -38.85418160755434], 
[0.32977761961247465, -36.39534765383226], [0.9721609183513813, -37.63927035942989], [1.614544217090288, -38.88319306502751], 
[0.010444909457578366, -36.58427024708451], [0.7926514953017385, -37.745370095100185], [1.5748580811458988, -38.90646994311586], 
[-0.28609946237862294, -36.8113935961861], [0.6318244948861835, -37.868472405300786], [1.54974845215099, -38.92555121441547], 
[-0.5547802305408043, -37.07627077793726], [0.4895401774179966, -38.0086842514139], [1.5338605853767975, -38.94109772489053], 
[-0.783881945608726, -37.367015562663425], [0.3656588032104562, -38.16611259482175], [1.5151995520296384, -38.96520962698007], 
[-0.9860497735957272, -37.70269615917868], [0.26004063257684074, -38.34086439690654], [1.5061310387494087, -38.9790326346344], 
[-1.0571729359613726, -37.85059398635204], [0.2147888130333122, -38.43549851624934], [1.486750562027997, -39.02040304614664], 
[-1.1196064004656086, -37.99163673600192], [0.17219882115499807, -38.5313026228187], [1.4640040427756047, -39.07096850963548], 
[-1.2377069537480194, -38.33419449900074], [0.11343240420754519, -38.70083115208308], [1.4645717621631098, -39.06746780516543], 
[-1.328921450553709, -38.867618116685506], [0.06600903524371127, -38.986651472485356], [1.4609395210411316, -39.105684828285206], 
[-1.3473275023474645, -39.25705503915844], [0.05216434509849499, -39.29477199731117], [1.4516561925444544, -39.33248895546391], 
[-1.3533196605656497, -39.525752078742165], [0.04660263906145978, -39.54050182473135], [1.4465249386885692, -39.555251570720536], 
[-1.3191145090030885, -40.162958908062336], [0.06813130046223925, -39.97441431354717], [1.455377109927567, -39.78586971903201], 
[-1.2783115719192777, -40.401265887471745], [0.09309689742975813, -40.11977199731117], [1.464505366778794, -39.83827810715059], 
[-1.2135853488880635, -40.667010541937884], [0.13321826030317574, -40.28475403346556], [1.480021869494415, -39.90249752499324], 
[-1.030099028947448, -41.16784399945682], [0.24542896614340393, -40.590757928112595], [1.520956961234256, -40.01367185676837], 
[-0.7806565437897257, -41.626673753210525], [0.39589422326153034, -40.86790613888378], [1.5724449903127864, -40.10913852455704], 
[-0.46190635364087895, -42.04616109624166], [0.5844951151751516, -41.116083698354984], [1.6308965839911822, -40.18600630046831], 
[-0.08499726300000476, -42.410808889186086], [0.8111127254018591, -41.33517563910202], [1.707222713803723, -40.25954238901795], 
[0.34000202035999305, -42.71622366510945], [1.0756281374592458, -41.52506699370075], [1.8112542545584986, -40.33391032229204], 
[0.7959216774222937, -42.958935816123166], [1.3779224348649066, -41.68564279472698], [1.9599231923075195, -40.412349773330796], 
[1.2978766484423314, -43.15230294016877], [1.717876701136431, -41.81678807475657], [2.1378767538305308, -40.48127320934438], 
[1.5378838780260287, -43.22147051209844], [1.9035008942854041, -41.870054884905386], [2.2691179105447796, -40.51863925771233], 
[1.75776488590939, -43.277916422713666], [2.08033241688414, -41.91558379521007], [2.4028999478588897, -40.55325116770647], 
[2.2609322778201935, -43.37305556117694], [2.4701276687815756, -41.98877333258318], [2.679323059742958, -40.60449110398942], 
[3.172082168186866, -43.475043829623516], [3.288674344549868, -42.07990718240542], [3.4052665209128703, -40.684770535187326], 
[4.125963992531412, -43.543557225714444], [4.21846, -42.14661610719786], [4.310956007468588, -40.74967498868127], 
[5.1736652624387, -43.61763213092087], [5.283826148309663, -42.221972939275524], [5.3939870341806255, -40.82631374763018], 
[6.000936973721555, -43.69765503331777], [6.1723630459509895, -42.308189991742424], [6.343789118180424, -40.918724950167075], 
[6.235134818010865, -43.733596135163005], [6.533961574305669, -42.36585984123704], [6.832788330600474, -40.998123547311074], 
[6.3168603603643625, -43.7536058446425], [6.668460000000001, -42.39847570572296], [7.02005963963564, -41.04334556680342], 
[6.40298186886008, -43.77719843086137], [6.803767122366056, -42.4357920119964], [7.204552375872031, -41.09438559313143], 
[6.537153488665032, -43.82483772377153], [7.061799613844011, -42.52685989524953], [7.58644573902299, -41.22888206672753], 
[6.6678632073986055, -43.88399756626266], [7.302664141504797, -42.63618837649929], [7.937465075610989, -41.388379186735925], 
[6.774078490684825, -43.944323541211894], [7.524060861001532, -42.76215331480026], [8.27404323131824, -41.57998308838862], 
[6.8581645719786986, -44.00352407069007], [7.723689927987335, -42.90313056920702], [8.589215283995971, -41.802737067723974], 
[6.915218757618401, -44.053327091696126], [7.899251498115328, -43.057495998774186], [8.883284238612255, -42.06166490585225], 
[6.9523798617853085, -44.09462466980423], [8.04844572703862, -43.22362546255631], [9.144511592291932, -42.352626255308394], 
[6.950002354754314, -44.08845209809352], [8.16897277041034, -43.39989481960801], [9.387943186066366, -42.7113375411225], 
[6.956891655232279, -44.102845203627005], [8.21642918981963, -43.49164540080831], [9.475966724406982, -42.88044559798961], 
[6.970732232715267, -44.132378215928405], [8.263889058990147, -43.5959591422009], [9.557045885265026, -43.05954006847339], 
[6.984020984749258, -44.17700948074512], [8.338706144277738, -43.823699250843276], [9.69339130380622, -43.47038902094143], 
[7.005787730560983, -44.28218378617015], [8.389349717996081, -44.068276734101644], [9.77291170543118, -43.85436968203314], 
[7.017890823177997, -44.40005882969745], [8.415763860250602, -44.32291628485082], [9.813636897323205, -44.24577374000419], 
[7.018939328156215, -44.52671681565853], [8.41789265114671, -44.58084259596562], [9.816845974137205, -44.63496837627271], 
[7.008880515573361, -44.64348172557219], [8.39568017078984, -44.835280360320866], [9.782479826006318, -45.027078995069544], 
[6.9892042617318335, -44.74664228789131], [8.349070499285412, -45.07945427079137], [9.708936736838991, -45.412266253691435], 
[6.978122852955309, -44.78668581685111], [8.278007716738843, -45.30658902025196], [9.577892580522377, -45.826492223652814], 
[6.965192715235651, -44.81509693025239], [8.232266559237528, -45.41051600438951], [9.499340403239405, -46.005935078526626], 
[6.959825375111043, -44.82687996169719], [8.189373935087213, -45.49636509122624], [9.418922495063383, -46.16585022075529], 
[6.972007098765265, -44.80626598985806], [8.083026307816285, -45.65810888448104], [9.194045516867305, -46.509951779104014], 
[6.959189678299701, -44.82095177019031], [7.9523960649634855, -45.80763362037824], [8.94560245162727, -46.79431547056617], 
[6.933160785196032, -44.8436386262622], [7.797919027842665, -45.94463507574544], [8.662677270489299, -47.04563152522868], 
[6.881305075515452, -44.87957230486773], [7.620031017767685, -46.0688090274102], [8.358756960019917, -47.258045749952664], 
[6.801343310609449, -44.92355000208202], [7.419167856052402, -46.17985125220008], [8.036992401495354, -47.436152502318144], 
[6.690085968458867, -44.9719735749485], [7.195765364010674, -46.27745752694268], [7.701444759562481, -47.58294147893687], 
[6.549175026881005, -45.02000660577667], [6.950259362956368, -46.36132362846556], [7.351343699031731, -47.702640651154454], 
[6.485416797425005, -45.03760789506202], [6.81846, -46.39741752336246], [7.151503202574995, -47.75722715166291], 
[6.366268225154701, -45.0620882449713], [6.6225225000000005, -46.438436219367134], [6.8787767748453, -47.81478419376297], 
[5.541015991707112, -45.186618871415256], [5.725335000000003, -46.57443244073281], [5.909654008292894, -47.96224601005036], 
[4.987804466782292, -45.25923031092526], [5.168460000000001, -46.64752551667864], [5.349115533217711, -48.03582072243202], 
[4.131421834316371, -45.36651376172254], [4.293506640078608, -46.75709943536549], [4.455591445840844, -48.14768510900844], 
[2.361731972479178, -45.538817197387964], [2.4802087216373714, -46.93379506814753], [2.598685470795565, -48.3287729389071], 
[0.6752040312601372, -45.67884793346052], [0.7934599999999996, -47.07384453770635], [0.911715968739862, -48.46884114195218], 
[0.16953876760727793, -45.72240544399189], [0.2912570147857725, -47.117104217313134], [0.41297526196426704, -48.51180299063438], 
[-0.685589793299417, -45.812715491383514], [-0.49279892561842153, -47.199377555961185], [-0.300008057937426, -48.586039620538855], 
[-0.934875117726641, -45.854758103150495], [-0.6484819593640321, -47.22515182717403], [-0.3620888010014232, -48.59554555119757], 
[-1.163481264928988, -45.91246464325372], [-0.7672773212526742, -47.25523135233439], [-0.3710733775763604, -48.59799806141506], 
[-1.5673836836917046, -46.062880250332476], [-0.9885287398553988, -47.33760647740881], [-0.40967379601909315, -48.61233270448515], 
[-1.9446725123555013, -46.26752148173635], [-1.1906533810120408, -47.44712105344196], [-0.4366342496685801, -48.62672062514757], 
[-2.291284843772879, -46.52651471182485], [-1.374185010015239, -47.58430859293861], [-0.4570851762575989, -48.64210247405237], 
[-2.594898049117708, -46.829666111356545], [-1.5396573921576344, -47.749702608403524], [-0.4844167351975608, -48.6697391054505], 
[-2.8519743908386004, -47.166506389955266], [-1.6876042927318782, -47.94383661234144], [-0.523234194625156, -48.72116683472762], 
[-3.0628132577730964, -47.525502324081735], [-1.8185594770306057, -48.16724411725716], [-0.574305696288115, -48.80898591043259], 
[-3.2358496170646793, -47.907886063033075], [-1.9330567103464595, -48.42045863565542], [-0.6302638036282395, -48.93303120827777], 
[-3.3118731427229244, -48.11717227973217], [-1.9836480094129296, -48.55968555099491], [-0.6554228761029348, -49.00219882225764], 
[-3.4076834127661533, -48.43961131088399], [-2.057257330053721, -48.80886650059695], [-0.7068312473412888, -49.17812169030991], 
[-3.740468859847791, -49.77119834172948], [-2.378155987517852, -50.09384929536847], [-1.0158431151879126, -50.41650024900746], 
[-3.9364434036314537, -50.60159273383173], [-2.5738064599216752, -50.9228723], [-1.2111695162118967, -51.244151866168274], 
[-4.131045071319062, -51.424855478191034], [-2.768839242762251, -51.74795806351936], [-1.4066334142054402, -52.07106064884769], 
[-4.431200732711338, -52.61485182320679], [-3.0837669011149966, -52.994880860873124], [-1.736333069518655, -53.37490989853946], 
[-4.466727074901975, -52.73224704416969], [-3.1529837626393658, -53.21606365145521], [-1.839240450376757, -53.69988025874073], 
[-4.4867460404895825, -52.77915812612562], [-3.2159940105789797, -53.36668623479625], [-1.9452419806683772, -53.95421434346687], 
[-4.545903835946758, -52.88976931080441], [-3.360398596331901, -53.63446879841382], [-2.1748933567170448, -54.37916828602323], 
[-4.590424145874359, -52.95148055876078], [-3.52731095328979, -53.86240884339829], [-2.464197760705221, -54.773337128035806], 
[-4.6159579725990065, -52.977408921702775], [-3.71722759629324, -54.05085370868778], [-2.818497219987473, -55.12429849567279], 
[-4.629819796437144, -52.98723908754428], [-3.930645040182844, -54.2001507332204], [-3.231470283928543, -55.41306237889651], 
[-4.647874692407331, -52.995437132481975], [-4.168059799799194, -54.310647255934285], [-3.688244907191058, -55.625857379386595], 
[-4.698838259222226, -53.008751390978006], [-4.429968389982886, -54.38269061576752], [-4.161098520743545, -55.75662984055704], 
[-4.772912702287807, -53.0177504172765], [-4.716867325574508, -54.41662815165827], [-4.6608219488612095, -55.81550588604004], 
[-4.851836850635678, -53.017979751040286], [-4.870915630355514, -54.41784974506273], [-4.889994410075349, -55.81771973908518], 
[-4.993124416718703, -53.01432716137573], [-5.045803653154554, -54.41333570246779], [-5.098482889590405, -55.81234424355985], 
[-5.1615829220389955, -53.002279867355064], [-5.371917311914104, -54.38638948889371], [-5.582251701789213, -55.77049911043236], 
