inner_point, midpoint, outer_point, 
[7.9171167539496325, -45.34812195540195], [8.189373935087213, -45.49636509122624], [8.461631116224794, -45.644608227050526], 
[7.837014911526416, -45.46948652924309], [8.083026307816285, -45.65810888448104], [8.329037704106153, -45.846731239718984], 
[7.732471793630791, -45.58915406783663], [7.9523960649634855, -45.80763362037824], [8.172320336296181, -46.02611317291985], 
[7.60643684554234, -45.70084300478843], [7.797919027842665, -45.94463507574544], [7.989401210142991, -46.188427146702445], 
[7.456455987697548, -45.80547803884722], [7.620031017767685, -46.0688090274102], [7.783606047837822, -46.332140015973174], 
[7.282363849561462, -45.90167026110251], [7.419167856052402, -46.17985125220008], [7.555971862543342, -46.45803224329765], 
[7.083793497852774, -45.988386080429684], [7.195765364010674, -46.27745752694268], [7.3077372301685735, -46.56652897345568], 
[6.8614478313968235, -46.06431771629874], [6.950259362956368, -46.36132362846556], [7.039070894515913, -46.65832954063239], 
[6.7447147194298225, -46.09631681995308], [6.81846, -46.39741752336246], [6.8922052805701775, -46.698518226771846], 
[6.565780481998542, -46.133673453608054], [6.6225225000000005, -46.438436219367134], [6.679264518001459, -46.74319898512621], 
[5.684521505306577, -46.26713086466963], [5.725335000000003, -46.57443244073281], [5.766148494693429, -46.88173401679598], 
[5.128457703358937, -46.34011729254753], [5.168460000000001, -46.64752551667864], [5.208462296641065, -46.95493374080975], 
[4.2576164330883985, -46.44918403620169], [4.293506640078608, -46.75709943536549], [4.329396847068817, -47.065014834529286], 
[2.4539745843237712, -46.62490711105077], [2.4802087216373714, -46.93379506814753], [2.5064428589509715, -47.2426830252443], 
[0.7672747497790301, -46.764952432480484], [0.7934599999999996, -47.07384453770635], [0.8196452502209691, -47.382736642932215], 
[0.26430511719624866, -46.80827806036343], [0.2912570147857725, -47.117104217313134], [0.3182089123752963, -47.42593037426284], 
[-0.5354883320334991, -46.89233095594756], [-0.49279892561842153, -47.199377555961185], [-0.45010951920334397, -47.50642415597481], 
[-0.7118975872871812, -46.92170750256882], [-0.6484819593640321, -47.22515182717403], [-0.5850663314408829, -47.52859615177924], 
[-0.8550081944952865, -46.95790443818081], [-0.7672773212526742, -47.25523135233439], [-0.6795464480100619, -47.55255826648797], 
[-1.116703763133438, -47.05534566998477], [-0.9885287398553988, -47.33760647740881], [-0.8603537165773597, -47.61986728483286], 
[-1.3576147600952357, -47.185924005421434], [-1.1906533810120408, -47.44712105344196], [-1.0236920019288458, -47.70831810146249], 
[-1.5772571160615736, -47.35008280497771], [-1.374185010015239, -47.58430859293861], [-1.1711129039689046, -47.818534380899514], 
[-1.7733178233416507, -47.54598024120026], [-1.5396573921576344, -47.749702608403524], [-1.3059969609736182, -47.95342497560679], 
[-1.9454291001697952, -47.77171349167022], [-1.6876042927318782, -47.94383661234144], [-1.4297794852939611, -48.115959733012666], 
[-2.0940728141950142, -48.02514414876832], [-1.8185594770306057, -48.16724411725716], [-1.543046139866197, -48.309344085746005], 
[-2.2215322825483512, -48.30696042314619], [-1.9330567103464595, -48.42045863565542], [-1.6445811381445679, -48.53395684816466], 
[-2.2777550032172855, -48.46170046950102], [-1.9836480094129296, -48.55968555099491], [-1.6895410156085737, -48.657670632488795], 
[-2.3562802483686167, -48.72710285144622], [-2.057257330053721, -48.80886650059695], [-1.7582344117388253, -48.89063014974768], 
[-2.679810980676624, -50.022405155634125], [-2.378155987517852, -50.09384929536847], [-2.0765009943590798, -50.16529343510282], 
[-2.875533211743126, -50.85173182463417], [-2.5738064599216752, -50.9228723], [-2.2720797081002244, -50.99401277536583], 
[-3.070470533371259, -51.67641391962523], [-2.768839242762251, -51.74795806351936], [-2.467207952153243, -51.81950220741349], 
[-3.382127249539901, -52.91073157396129], [-3.0837669011149966, -52.994880860873124], [-2.7854065526900924, -53.079030147784955], 
[-3.443884067497515, -53.10893283127056], [-3.1529837626393658, -53.21606365145521], [-2.8620834577812166, -53.32319447163986], 
[-3.497374817202042, -53.236590725019184], [-3.2159940105789797, -53.36668623479625], [-2.9346132039559176, -53.49678174457331], 
[-3.622903327960905, -53.46957105472888], [-3.360398596331901, -53.63446879841382], [-3.0978938647028973, -53.79936654209876], 
[-3.7627145887906592, -53.660703294657125], [-3.52731095328979, -53.86240884339829], [-3.291907317788921, -54.06411439213946], 
[-3.9162321796180883, -53.81316236299824], [-3.71722759629324, -54.05085370868778], [-3.5182230129683916, -54.28854505437732], 
[-4.085462307639153, -53.93157744024926], [-3.930645040182844, -54.2001507332204], [-3.7758277727265344, -54.46872402619154], 
[-4.274304526019567, -54.01942215716984], [-4.168059799799194, -54.310647255934285], [-4.061815073578821, -54.60187235469873], 
[-4.48950386102874, -54.078461215992704], [-4.429968389982886, -54.38269061576752], [-4.3704329189370315, -54.68692001554234], 
[-4.72927737327531, -54.10687665333088], [-4.716867325574508, -54.41662815165827], [-4.704457277873707, -54.72637964998567], 
[-4.86669104341755, -54.10787853210062], [-4.870915630355514, -54.41784974506273], [-4.8751402172934775, -54.72782095802484], 
[-5.0341389650866155, -54.10355523979741], [-5.045803653154554, -54.41333570246779], [-5.057468341222492, -54.72311616513817], 
[-5.325343268441759, -54.07990807269587], [-5.371917311914104, -54.38638948889371], [-5.4184913553864495, -54.69287090509155], 
[-5.404876200121501, -54.06535480241101], [-5.470664887844344, -54.368293490213844], [-5.536453575567187, -54.67123217801668], 
